RQ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2019/3/30,69329.30566,68353.7041,67356.87012,66953.60205,67020.40381,68336.5835,70622.43262,71551.85547,71881.05566,72036.56738,72312.33203,71905.83398,71599.98242,71414.51709,71102.39844,71562.25195,72908.06055,73853.35986,74620.02442,76572.60645,75797.86572,74517.55469,72286.9043,70824.30664
2019/3/31,69433.28076,68378.03613,67809.35352,67201.48877,66990.96289,68180.93652,70274.11523,70797.26758,71318.08838,71452.40234,72098.35156,71770.84912,71025.73145,70943.91894,70426.14844,71121.65479,72523.89844,73255.44873,73770.43799,75584.33398,75347.61865,73826.77978,71556.2168,69425.61279
2019/4/1,67977.56689,66862.31836,66293.30225,65606.99463,65988.62891,67222.19873,70025.85645,70297.83008,70730.85937,70474.72852,71116.58887,71278.70752,70518.13721,70744.55176,70690.24609,71255.93945,73148.72607,73794.40869,73762.99072,74891.396,74922.74902,73049.40625,71288.12842,69789.02344
2019/4/2,68105.23975,67057.04151,66731.4292,66385.11035,66178.08594,67748.26807,70700.36035,70311.75586,71395.7959,71625.98242,72285.88477,72368.60791,71178.75488,70989.9668,71397.4917,71946.39746,73236.5459,73685.15869,73599.32275,74849.06299,74429.23242,72765.40186,70877.42529,69102.4668
2019/4/3,67912.28467,66926.88477,66531.53613,66108.95947,66502.22852,67564.24658,70194.625,70532.2998,71349.6377,70980.66699,71906.48828,71733.60498,70599.19629,70762.2041,71309.62109,71747.93945,73376.69385,73736.18457,73767.04394,75624.12891,75269.19043,73866.87061,72228.30762,69847.19043
2019/4/4,68733.98145,67280.62647,66962.1543,66749.1958,67253.41797,68599.62305,71549.03809,72006.72461,71959.94238,71467.65137,72038.18408,72036.61133,70490.33203,70749.61523,70922.52344,71571.73633,72543.78564,73628.14063,73267.31836,75488.00293,75159.49023,74205.21631,71408.7666,70277.00391
2019/4/5,68635.47217,66653.39697,65882.71631,66171.88721,66016.67774,66723.43604,68815.06738,69072.63574,69973.54102,69770.81641,70269.48486,70274.83154,69544.86084,69439.26221,69229.38135,69718.06348,71268.92871,72039.63184,72150.91504,73751.40186,73537.54102,72586.16309,70909.5127,69325.30029
2019/4/6,67783.34326,66667.63379,66325.83496,65598.71582,65818.42383,66605.04102,69023.39258,69322.51123,70528.65723,70844.64893,71307.20557,71212.15967,70602.51465,70507.13184,70806.51074,71018.69873,72566.79785,72640.05762,73009.5957,75212.77295,74564.68506,73331.94141,71329.15918,69324.90039
2019/4/7,67932.25928,66598.50488,65713.93897,65300.37744,65389.22363,66389.16895,68531.67139,69222.43359,70381.06543,70907.91455,71498.44727,71532.854,70729.91064,70256.78516,70771.89551,71457.68164,73150.24024,73832.02734,73419.63086,75296.32178,75029.17773,73621.54688,71988.88135,69432.83008
2019/4/8,68081.91113,66723.32324,66328.41065,66269.60449,66406.38525,67936.87256,70596.08496,70683.98145,71329.03809,71320.35596,72228.0166,72441.49268,71298.84082,71504.76221,71404.56299,72639.31885,73841.90723,73909.87109,73448.57813,74347.03662,73789.80664,72441.59473,70828.9082,68654.27881
2019/4/9,67275.77246,66376.81738,65860.23193,65174.73731,65066.12695,66840.77246,69652.37109,70065.07959,71256.43457,71367.54004,72332.03906,72240.1499,71417.2959,71098.92187,71016.6958,71690.46924,73104.16113,73954.34131,73666.11231,75282.81641,74945.04102,73459.25488,71752.61816,70001.21484
2019/4/10,68603.0332,67576.78418,67247.57617,66880.71045,67248.90918,68137.3916,70895.9375,70476.2041,71389.60449,71927.36475,72524.68066,72925.91895,71666.46387,71692.17725,71942.54102,72661.11133,74139.89063,74311.82324,73855.04102,75644.36621,75364.31543,74041.54346,72005.99854,70612.604
2019/4/11,69004.77686,68144.06982,67454.604,67356.65674,67426.5127,68856.2793,71478.31543,71242.08203,72102.46045,72141.87402,72594.68311,72734.27637,71179.89844,71581.64111,71248.50684,72231.15137,74101.7168,74786.32666,74581.16553,76318.10205,75340.89453,74100.06348,72081.97656,70305.00977
2019/4/12,68885.41406,67566.40527,67630.34033,67135.96778,66758.98584,68369.17725,71295.88574,71505.4541,72812.6958,73834.95996,74157.1499,73834.25586,72731.7959,72575.56738,72899.11523,73192.93359,74103.28613,74900.34961,74647.00586,76062.3335,75232.48144,73938.15039,71794.22559,69997.56348
2019/4/13,68247.75049,67577.22656,67071.41016,66628.69385,66706.08301,67856.83203,70125.50977,70882.32324,72364.30957,72849.46289,73296.28223,72596.38086,72564.48584,72977.35108,73179.73389,73233.91455,74438.13867,75299.17578,74235.65234,76208.49414,75746.47705,74797.79736,72956.2334,70637.79687
2019/4/14,69757.69922,68427.85596,67720.9751,67346.82813,67347.00586,68462.36035,70148.37793,70822.26856,71918.88867,72243.52832,72940.54492,72385.5752,71957.86377,72069.24121,72170.53858,72425.46094,74014.55567,74756.21924,74571.51514,76341.36035,76058.59522,74579.23584,72541.24658,70240.85352
2019/4/15,68765.5791,67232.83643,66910.94092,66744.95166,66649.55127,68463.21484,71328.0415,71350.62402,72683.1626,72685.66211,73502.9751,74096.60938,73028.84375,72945.62891,72848.53516,73373.41553,75376.81738,75460.20654,74269.07617,76232.5293,76105.36816,74848.73535,72841.28174,71227.48145
2019/4/16,69500.3252,68375.49023,67801.20801,67336.43115,67438.80664,69117.62109,72259.66504,71327.89746,72111.28809,72610.56396,73095.3501,73080.54785,71928.1001,71941.1499,71765.43555,72756.69873,74368.34473,74741.35205,74031.33399,75544.84082,75496.28662,74641.26367,71609.03418,69514.18213
2019/4/17,67761.38818,67983.29004,67121.05957,66791.59863,67338.23926,69067.54785,71804.12891,71414.3252,71619.34424,72263.13428,72979.9541,73292.20215,72390.63086,72295.69922,72632.43066,73181.47852,74709.46582,75556.90771,74643.46387,76376.11475,76273.46777,74667.65332,72408.09619,70514.03027
2019/4/18,69242.98145,68264.08887,67726.80371,67474.21924,67423.90625,69375.09961,72216.81494,71669.50732,72180.97168,72447.25,73365.65137,73334.38184,72227.48535,72557.3418,73099.89404,73606.49512,75199.51465,75853.33203,74725.12891,76037.0752,75710.24121,74438.97314,72821.7959,70657.97266
2019/4/19,68910.2334,68524.71338,67977.83105,67471.17285,67264.45215,68793.48828,71673.90918,70908.6294,71960.99854,72547.00488,73447.37402,73797.29297,72897.66895,73889.22412,74198.97559,74863.77051,76241.54492,76592.68945,75812.4375,77078.08691,75979.63281,74915.57227,72904.84766,71114.95166
2019/4/20,70127.13232,68630.65918,68070.14063,67950.81982,67630.62793,68492.11426,70406.86914,71200.29883,73256.72949,73631.60986,74421.66602,74293.61426,73306.60059,73463.83399,73683.1123,73731.84522,74956.22656,75834.92041,75346.0791,76573.77832,75772.63281,74727.58887,72991.82422,71086.33106
2019/4/21,69818.51563,68520.08252,67848.0166,67372.4961,67546.09766,68635.19141,70594.6543,70528.35059,71214.81934,72076.25977,72403.47852,72562.82617,72042.3877,72793.87354,72297.37598,73153.78809,74739.53272,75036.26904,74676.74805,76401.49121,76042.45801,74380.69824,72484.58984,70509.92676
2019/4/22,68556.15869,67870.61621,67283.79687,67072.71387,66763.23877,68795.35742,71200.84668,70798.95654,71724.94922,71792.45459,73223.70801,73354.75781,72583.3335,72509.99072,72460.23193,73085.4624,74728.07666,75388.60547,74370.15234,75460.98926,75812.73291,73886.75,71728.68897,70099.4707
2019/4/23,68720.09766,67880.40332,67628.22461,67241.28076,67074.02734,69308.30566,71536.20605,70863.0083,71143.25586,71886.85742,72366.60059,72354.979,72100.70068,72095.38379,72503.64844,72863.26123,74257.10303,74516.32568,73459.56738,74981.23633,74602.46875,73520.31934,71629.12012,70033.9375
2019/4/24,68510.81592,67297.24414,66917.76172,66817.21924,67023.98389,68921.44434,71387.10254,71132.17773,71932.62109,71978.29102,73218.03613,73351.67529,71683.70117,72163.63086,72412.24609,72590.02588,74075.3252,74209.07764,73795.79688,76347.8125,75659.14746,74619.44141,72660.51709,70962.58887
2019/4/25,69435.31738,68179.41748,67583.8877,67650.15039,67136.49707,68694.8916,70801.25586,70754.83008,71332.47559,72313.22559,72815.64941,72825.51074,71942.85742,71794.43213,72126.42236,72705.43262,74542.15723,74706.07617,74023.5957,75461.62109,75278.36523,73527.7998,71281.17578,69804.70703
2019/4/26,68234.93115,67142.08008,66667.27441,66436.25488,66177.59815,68595.8457,70708.14063,70547.58887,71444.5752,71765.94043,72169.32129,72343.34863,71244.95654,71315.57666,71714.55274,72450.52734,74200.39453,74325.57324,73732.7207,74391.50195,74647.27734,72833.75488,70824.83154,69586.43164
2019/4/27,68083.43652,66913.92676,66670.11914,66112.52881,66102.07031,66898.60693,68256.88818,69343.84326,70643.89111,71736.70508,72611.19922,72830.44141,72003.81543,71907.01074,71859.99316,72602.44727,74429.88184,74222.7334,73920.40332,75132.38965,74857.19531,73794.23877,71580.94141,70167.98731
2019/4/28,68996.76025,67710.82129,66659.73193,66562.86621,66268.93555,67775.07324,70393.98145,70645.73438,71948.38574,72677.70996,73632.55811,73634.76465,72422.39844,72362.14844,72321.79395,72533.9707,74539.80859,74398.24805,73492.65137,74794.13672,74578.13965,73688.18262,71343.16504,69595.17578
2019/4/29,68385.91406,67365.52246,66382.74609,66337.59961,66087.20508,67780.3291,70363.7832,70721.33594,70960.84277,71141.19727,72030.6875,72634.18799,71414.59082,70888.46191,71500.79394,72188.66016,73437.1709,73752.78027,73204.5376,74676.5,75161.36816,73730.86524,71624.11963,69815.4043
2019/4/30,68698.3457,67389.72998,66872.17676,67373.10449,67183.43848,68906.08984,70947.14502,70834.58106,71565.64551,71738.70606,72621.95313,72671.63965,71449.36475,71595.22168,71764.73633,72190.60938,73010.12988,73598.61426,73679.39648,75102.62988,75136.79492,74052.73633,71864.63232,70167.84912
2019/5/1,68245.41113,66990.10303,66234.70166,65952.59521,65834.35693,67588.08106,68992.35547,69102.79395,70096.14648,70346.62256,70654.13232,71158.65137,70678.7168,70564.03662,70851.6875,70891.6084,72589.24317,73103.78711,72511.60596,72982.54248,72278.94092,72006.65967,70667.63379,68529.90186
2019/5/2,66938.49219,65740.82959,65477.27637,65044.24707,65261.05273,66417.06738,68227.82861,68504.02002,69821.42188,70210.70117,70882.5752,70866.29688,70442.11865,70374.13428,70612.0376,71371.53223,72213.37793,72789.375,72752.13281,73774.76172,73689.75879,72764.58398,70642.81152,68609.7793
2019/5/3,67462.61865,66039.90527,65337.22461,64740.41016,64754.46191,66182.48291,67963.42383,68387.45313,70728.26172,71152.96045,72007.54736,71767.14258,71345.61914,71576.14014,71816.29785,72503.12207,73147.54736,73368.75195,72914.27148,74532.13184,73971.03027,72569.13477,70786.65869,68822.33496
2019/5/4,67844.64893,66530.68018,66224.86719,65908.54248,66053.30664,67343.08545,68640.27051,69624.375,71028.03809,72040.58936,72385.46777,72553.73242,72043.5791,71927.77246,71967.34766,72726.16113,73977.22559,74306.28125,73578.17578,75032.43066,75139.23389,73568.84033,71148.52783,69443.54053
2019/5/5,68170.06885,67102.80029,66494.18555,66000.80371,66112.46289,67508.07812,69476.88574,70004.00293,71687.17041,72551.12647,73646.05713,73427.26172,72248.9375,72222.6582,72181.67969,72892.06738,74993.9043,75636.54687,74510.76074,75059.13672,74438.95898,72951.80371,71137.38281,69338.04932
2019/5/6,67613.70801,66548.65674,66517.70215,66027.67188,65649.39551,66861.43359,69156.00977,69507.6665,70874.44727,71652.54395,72522.02344,72827.33203,71428.54688,71193.22168,71639.42285,72331.39307,74081.12207,74373.50879,74065.42432,74535.94385,73440.14356,72372.61719,70558.67969,69248.48145
2019/5/7,68533.42383,67141.95703,67071.44678,66681.10156,66486.56934,67568.06396,69307.81836,70112.14648,71840.97705,71670.61035,72278.66553,72346.1875,71625.28564,71403.37793,72045.54932,72189.59424,73828.64111,73868.62647,73136.12891,73846.06299,73419.13525,72076.28516,70063.53613,68227.2417
2019/5/8,67276.55176,66314.92773,66759.97803,66206.87744,65807.25,67143.43555,68681.67676,68804.62451,70045.2251,71042.45654,71934.77148,72030.10498,70620.61816,70312.87061,69895.30078,70827.47705,72880.25195,72834.85547,72490.66406,73863.39941,74502.70313,72754.55371,70799.58252,68737.53271
2019/5/9,67573.44141,66339.33301,65941.44238,65776.87207,65923.18848,67351.94043,69214.27441,68956.50342,69907.88574,70714.73437,71633.54102,71297.7334,70365.43848,70116.21045,70462.71875,70925.65332,72575.62256,73630.3667,72368.56152,73862.84766,74605.46387,72513.45508,70333.25391,68832.17334
2019/5/10,67477.23926,65978.85449,66223.06934,66059.94922,66177.66504,67968.4751,69192.90479,68935.65039,69858.18848,70287.65918,71241.86963,71490.39941,70653.44531,70986.26709,71198.12744,71668.77344,72802.4541,73820.94141,73495.79346,74294.13135,74610.17969,73208.47168,71560.60938,69428.56445
2019/5/11,67791.5752,66346.1709,66575.87598,65988.9502,66180.70996,67426.82422,68299.34863,68501.57617,69509.37891,70483.99121,71081.70068,70831.43262,70191.18604,70414.4502,70836.27344,71150.35449,72742.04492,73460.40576,73130.3291,74450.1748,74441.42139,73845.90918,71748.50293,69921.64355
2019/5/12,68099.39844,66615.95313,65975.34766,65967.68652,65937.31152,67297.11719,68013.01465,68423.94482,70013.52393,70560.13428,71700.49463,71494.18652,70903.4082,70502.91016,70529.71191,71374.52588,72733.81348,73190.45605,73121.57129,74033.44629,74188.82715,72537.55176,71350.13477,69102.97705
2019/5/13,67408.62891,66651.92627,66097.49463,65407.82275,64961.77441,67075.49072,68988.40869,68795.45264,69966.59766,71075.53565,71766.05371,72262.87891,70864.09326,70452.18262,71016.61865,71531.74707,73415.80713,73308.91748,72904.82129,74010.11035,74314.70606,73266.55615,71225.44824,69004.70898
2019/5/14,67400.11279,66312.64697,66122.43457,66104.8418,65973.76367,67723.04785,69464.40039,69582.55713,71052.0874,71408.35938,72983.23047,73059.50879,71115.2959,70791.44238,71159.81934,71978.49463,73236.21875,73776.46826,73180.57959,74031.85205,74250.97559,72986.16113,70707.74609,68702.14649
2019/5/15,67756.25586,66025.61524,65892.88965,65563.7002,65833.50732,67903.64453,70007.82813,70297.51026,71033.62891,71392.82422,72376.89356,72495.70752,71614.20801,71762.31348,72032.96387,72411.28027,74513.9502,74769.63281,73997.32031,74896.33984,75003.42871,73774.86523,71609.9209,69334.25684
2019/5/16,67826.28565,66535.63623,66086.66699,65948.14356,65572.19678,67294.63477,68885.40283,69041.78906,70589.51123,71440.32617,71843.04102,72646.40332,71271.07129,71241.42139,71746.01465,72228.52734,73695.71289,73812.07129,73191.26807,73757.71973,73322.2041,72124.43164,70589.22754,69173.27441
2019/5/17,67865.86182,67093.2915,66370.87598,66459.30469,66332.52441,68320.83008,69920.04443,69640.01318,70534.51367,71435.69629,72208.3501,72064.82031,71095.16162,71289.91992,71313.51953,71857.28418,73542.45215,74005.21289,73486.08691,74009.67578,74274.99756,73425.97754,71395.70654,68788.97607
2019/5/18,68298.7832,66737.67578,66178.21826,65765.01758,66081.40332,66960.38672,67623.68213,68466.70899,71023.93408,71943.55811,73075.99121,72931.4585,72318.76807,71921.05957,72451.43652,73082.86328,74293.03223,74695.375,73833.125,73921.60889,73973.83691,72653.89551,71102.66113,69485.03174
2019/5/19,67626.04395,66264.67676,66301.25049,65895.87353,65856.79883,67168.81055,68342.17578,68321.47412,70176.17676,70617.25537,71397.98389,71572.41406,71075.55566,70722.62598,71222.19824,71951.13574,73273.00098,73784.70996,73505.6919,74133.07813,74117.36279,73063.81543,71447.47656,69538.28516
2019/5/20,68534.11523,67462.27148,66671.47363,66066.91602,66597.54883,68242.27149,69091.78223,68609.04492,70528.68506,71127.14648,71847.38672,72159.88184,71004.89258,70792.51465,70767.70313,72041.36719,73931.89893,73464.32715,72826.01465,73857.31641,74450.60596,73202.81104,71458.93067,69627.43848
2019/5/21,68147.07129,67038.25586,66486.67187,66202.16895,65899.21777,68042.99854,69867.85596,69222.07666,69772.97314,71098.56104,72228.32324,72492.03906,70662.9082,70887.54395,71346.58301,72182.83301,72932.48535,73167.85693,73007.54395,73695.78125,74747.29199,73595.93555,71735.86279,69673.03125
2019/5/22,68028.61426,66548.51025,66404.98438,65698.15283,65955.67578,68195.8418,69605.39551,69098.41211,70322.91504,70940.74023,72372.50537,72772.87988,70723.92969,70597.46484,71560.22754,72294.60156,73977.10449,74512.89062,73812.0459,74480.25147,74817.11719,73244.64551,71060.78467,69216.28125
2019/5/23,68246.37451,67264.09668,66235.32422,65675.21973,65466.88135,67278.1582,68721.01953,68453.48145,70035.73535,70925.26172,71794.79883,72012.43457,70746.8877,70981.83789,71107.44238,71946.01953,73504.14063,73317.85693,72835.37158,73840.75684,74262.49756,72892.70947,70980.97461,69002.0752
2019/5/24,67686.49414,66768.854,66376.56445,65708.25586,65920.3418,68135.3999,69803.24023,69768.08203,71202.82617,72011.12891,73326.52637,72958.39404,72022.57715,72578.71777,73234.56055,74366.94043,75424.94775,75973.22363,75242.05176,75931.14453,76655.8042,75173.15918,73546.03711,70989.94385
2019/5/25,68686.11524,67341.35205,67005.14551,66407.39014,66553.86914,67971.16406,69420.2251,69722.36133,71887.12842,72633.07519,74325.75342,74873.30859,74152.625,73718.11328,74454.97852,74728.78418,76451.53027,76908.70898,75954.70459,76125.21094,76084.63672,75611.03174,73294.27734,70455.79395
2019/5/26,68808.01953,67758.44189,67468.01611,66736.01709,66735.01758,67922.37695,69015.29883,69279.6001,71121.57129,71962.30566,72979.26416,73650.11914,72649.62305,72703.72266,72946.56445,73598.5166,74930.42578,75599.23633,75070.09766,75142.70605,75084.16602,74265.05664,72177.15918,70030.19434
2019/5/27,68089.78662,67231.54102,66339.92969,66255.29395,66167.93848,68338.85498,69703.71973,70250.2168,71959.96973,72979.09277,74192.11768,74175.87598,72581.84815,72354.10986,72606.95215,73526.68506,74698.05078,74859.0127,73627.81738,73736.47363,74273.87109,72619.39844,70146.41699,68485.20801
2019/5/28,66948.51611,65623.13086,65637.70606,65031.91797,65629.8584,67130.19922,68315.16894,68339.22559,70031.05566,71676.16162,72374.9668,72798.93066,71009.05615,71125.32227,71191.18604,71954.04541,73159.97949,73271.48584,72650.86524,73292.5249,73871.16113,72412.19629,70550.02441,68746.10645
2019/5/29,67635.15381,66561.85449,66067.71387,65913.08496,65936.10986,67624.73633,69029.54541,70426.98145,71629.86914,72317.22949,72872.81445,73247.17188,71887.24951,72054.40723,72593.93457,73196.69238,74681.9541,75331.59473,73926.42773,74126.85059,74084.28125,72942.1709,70996.05371,68956.1084
2019/5/30,67756.62353,66263.97949,66299.13574,65756.74121,65870.75488,67889.06397,69315.14795,69784.41113,71261.9082,72255.88184,73050.07422,73067.44141,71685.58252,71382.24316,71714.40088,72490.10596,73833.54199,74225.99024,73766.22705,73693.00733,74898.53223,73453.99658,71378.82422,68990.33398
2019/5/31,67337.05371,66774.05371,66399.6709,66165.63965,66094.75488,67710.07813,69240.96094,69844.02149,71818.07666,73136.71191,73758.52149,74179.74512,73140.49561,72649.41699,73467.54395,73383.23926,75059.03467,75352.44824,74462.01465,75391.11524,75963.55371,74741.64551,72686.67627,69492.29053
2019/6/1,67823.96094,66522.06445,65889.51855,64941.58936,65329.95264,67068.69434,68669.91162,69420.96484,70964.43311,72108.12793,73261.01709,73130.85352,72541.9668,72653.625,73051.62647,72851.48193,74760.31006,75264.13965,74623.0918,75486.66211,75476.29883,74339.4082,72503.68359,69646.81738
2019/6/2,68761.64111,67303.83594,66065.80371,65423.61035,65406.21484,67258.24609,68270.13867,69379.95606,71189.35108,72158.88281,73993.36426,74021.61182,73520.25635,73430.13379,73809.86475,73904.70508,75653.15772,76005.85254,75123.92041,75377.06934,75535.07227,74475.6123,71570.76514,69513.51074
2019/6/3,68267.29541,67172.21826,66073.65332,65131.62109,65357.17578,68023.74268,69387.18799,69398.83887,71909.37109,73510.16894,74741.04248,74990.20313,73821.20166,73798.5459,74193.20752,75477.34424,77168.81006,77779.88721,77091.92725,76542.94141,77635.36621,75862.47217,73918.58643,70916.02344
2019/6/4,68914.73633,67891.24951,67537.68652,67464.44141,68057.62939,69893.2002,71251.74414,72001.88379,74214.22461,75908.24316,77404.70117,77822.24023,76589.37012,76263.97168,76406.70019,76934.62256,78287.60547,78254.20508,77656.75391,77645.24023,77568.36914,75712.2207,73913.87695,71768.27197
2019/6/5,69710.46973,68660.03125,67997.42676,67387.18457,67345.29102,68927.23486,70939.18066,71199.66455,72392.06104,73674.33496,74443.99756,74194.82813,73275.03027,72941.10645,73409.57813,74118.86035,75520.47803,76136.37109,74993.91797,74498.64063,75274.6792,74300.25586,72645.73828,70587.72217
2019/6/6,69037.99512,68163.55762,67462.61426,67225.11963,67021.94482,68653.81738,70605.86816,70941.49951,71982.34814,72971.87598,74539.9082,74951.48242,74103.62744,73960.80859,74379.55029,74775.0293,76392.73731,76366.62158,75256.11231,75940.99658,76820.80859,75737.93066,74095.8501,71178.62647
2019/6/7,69191.5957,67722.43213,67327.41211,66737.74609,66654.66211,68412.2207,69784.16895,69896.52783,71107.89795,71826.84375,73024.09033,73723.30567,73415.7666,73161.29883,72875.85059,73188.93799,73566.47559,74361.96533,73691.7085,74377.04541,75590.41992,74727.10498,72776.19385,70556.50928
2019/6/8,68751.80908,67481.2666,67446.12061,66639.84961,66747.55811,68377.71094,69340.31104,69662.38184,71431.98926,73231.83594,74299.03418,74522.34277,74105.41943,73953.98779,74585.39697,74953.48047,76255.32568,76658.91211,76223.73389,76440.07227,77029.69824,76950.66016,74805.33887,72192.9541
2019/6/9,70029.21924,68752.75977,68560.37109,67390.63818,67006.56445,68478.92383,69939.73633,70262.20752,72632.00977,74193.46094,75799.57422,75833.53223,75246.0127,75167.41846,75873.53418,76345.23877,77787.46484,77772.63769,76706.31055,76999.16309,78431.271,76871.98584,74977.09277,72161.60742
2019/6/10,70007.91699,69132.55762,68354.48486,68225.5459,68258.23877,70432.76123,71779.19971,72031.24756,74406.86133,75913.1084,77179.95215,77641.13672,76638.36328,77059.86035,77400.51025,78018.76514,79415.66406,79318.69922,78366.06348,78129.18457,78803.52246,77799.70508,75283.5498,72511.23486
2019/6/11,70448.0791,68901.6875,68227.65332,67684.04395,68072.54541,70396.27246,72271.92481,72554.10303,74905.8252,76124.41699,77305.98731,77650.53076,76440.73633,76481.52442,76729.5166,76909.68066,77904.09131,78222.41504,77209.23584,77069.87305,78033.96973,76729.08984,75088.79883,72900.81006
2019/6/12,70971.68408,69611.68555,68821.11328,68283.72412,68237.32813,70332.71826,72118.4585,72546.7041,74323.06348,75422.5791,76801.13184,77210.88623,75581.5,75514.13623,75599.67676,75843.4502,77457.48438,78190.22315,77249.69336,77197.81348,78464.05176,77354.96045,75250.48682,72614.2207
2019/6/13,70567.87012,68988.04688,68279.02734,68070.73291,68143.71387,70292.2749,71514.63818,71814.0874,74441.7334,75385.44531,76607.05176,77026.17676,75918.9043,75928.771,76323.15967,77026.80469,78559.25293,79371.33691,78330.59863,78257.99609,79690.82129,78232.56494,76260.33154,73624.30762
2019/6/14,71662.35645,69711.20508,68547.95605,68149.72656,67903.10791,70169.2085,71779.17334,72612.21436,75091.59522,76366.48389,77908.36719,78762.91553,77921.46289,77954.75684,77945.5127,78979.69385,80232.75098,80680.64844,78998.6543,78836.70117,79283.30957,78567.48584,76921.52393,74481.87012
2019/6/15,72418.83643,70848.34961,69817.14649,69285.97803,68723.98535,70134.73926,71993.66406,73231.2373,74840.15186,76335.0669,77737.45166,77994.29395,77095.28174,76964.2666,76759.52393,76894.12646,78239.63867,78888.95947,77446.58008,77248.60987,78373.12695,77627.10889,76360.2666,73491.5166
2019/6/16,71922.52637,70244.68066,69250.98047,68904.02197,68939.34473,70527.99902,71714.09961,72586.50098,74533.84863,76436.74317,77884.68018,78181.12451,76444.28711,77222.18652,77524.72754,78065.04102,78999.66553,79317.2876,78485.63867,78812.35059,79932.69141,78102.8374,76314.94531,73042.91455
2019/6/17,71113.69678,70536.49951,69142.02783,69038.2959,68958.66016,71058.28418,73077.69043,73727.7793,75623.34814,77027.01074,78449.54053,79145.43945,77633.2959,77311.33984,78152.35352,78649.90332,79709.89746,80074.69873,78996.42871,79314.17969,80056.87793,79024.46973,76861.73779,74352.78467
2019/6/18,72358.76074,70972.42432,70093.70606,69680.07764,69876.16065,71490.71777,73869.05176,74431.875,76598.28809,77817.94678,79600.97852,80038.48731,79165.38525,79012.36133,79727.52393,80115.81836,81603.46924,82065.42041,80911.50195,80118.53223,81033.42578,80207.43311,78554.34277,75656.63379
2019/6/19,73410.98779,72118.12402,70754.13379,70187.88672,70124.28711,71908.09375,73827.37598,74889.54102,77478.15283,78906.09863,79508.0542,79404.40918,77875.19776,77658.45801,77795.3418,78114.97168,79756.99561,80228.00781,78938.65039,78744.66553,79430.76367,77832.57715,76068.81787,73304.1084
2019/6/20,71670.34473,70489.82764,69749.80273,69167.3457,69008.87695,70902.35986,72977.52441,73270.33008,74850.3081,75102.97949,76243.73438,76377.0957,75479.00488,75699.45801,76136.52295,76895.25342,78122.10693,77843.95166,76395.47998,76392.4668,77156.87891,75067.62402,73779.01758,71396.82373
2019/6/21,69753.0293,68575.875,68309.93262,67767.98926,67980.84326,69275.37891,71476.11817,72091.59863,73793.66504,74225.65869,75542.30811,76004.43115,74463.54785,74587.59424,74470.65137,75113.26563,76712.56641,77225.71875,76643.99316,77043.09375,77003.17676,75609.71875,74003.40967,71729.88086
2019/6/22,70164.4917,68846.87891,68719.17969,68210.02539,68345.56738,69199.36719,70961.66797,71802.92773,74024.771,75144.34082,76888.92676,76995.61914,75496.52051,75102.26416,75569.95703,75664.30957,77260.39648,76987.26563,76494.97656,76546.22754,77538.60742,76399.89209,74478.2251,71679.30859
2019/6/23,69944.6626,69097.01221,68280.53662,67476.22754,67434.41358,68941.02295,70099.24219,70352.62402,72386.58789,74061.6084,75087.36524,75673.57324,75086.65381,74918.54639,74833.2627,75331.46191,76912.19092,77140.58887,76237.27051,76619.09961,77557.74512,75701.21191,73693.45703,70911.80762
2019/6/24,68964.52344,67512.73438,67357.86719,66797.99512,66768.10645,68853.89111,70366.36572,70681.72803,73565.02539,74439.41065,75778.44141,76561.9375,75001.13574,75151.92139,75023.92383,75488.36035,76938.56348,77370.1084,76539.25098,76672.94922,77345.07812,76096.35742,74572.99512,72052.6582
2019/6/25,70898.28174,68922.38477,68175.81445,68027.69531,68087.03076,70106.97998,71890.04395,72528.71777,73379.81738,74314.86328,76054.93359,76661.50488,75780.46631,75682.03027,75809.71387,76321.05322,78092.9375,78139.05859,76878.29981,76804.37793,78440.51709,76963.60889,75062.48828,73022.896
2019/6/26,71390.87695,70236.68262,69365.73633,68279.34229,68465.85742,70068.73389,71769.0166,72388.10938,73666.62402,74976.99805,76659.86719,76738.90918,76410.00928,76227.50928,76825.90283,76657.14111,77505.4541,78098.7666,76275.26221,76532.58985,76933.21973,75523.45703,74160.49902,72544.24121
2019/6/27,71057.04248,70586.99902,69736.62061,69103.14014,68800.3291,70194.07568,72722.79395,73134.44141,75181.35547,75787.03369,76898.98242,76810.16895,75228.28125,75216.4375,75517.36621,75999.29053,77418.37256,77643.00879,76663.09229,76344.17481,76022.7998,75013.89795,73904.16992,72174.28516
2019/6/28,70778.46143,69370.00391,68365.52148,67795.81592,67960.87402,69466.24121,71409.43652,72122.79492,74128.2207,74679.8833,75527.09912,75797.30615,74054.83447,73667.7832,74464.1377,74962.58008,76699.44336,77232.04932,76758.89941,76926.0874,78125.60742,76611.94434,75295.55957,73043.53613
2019/6/29,71819.22022,70117.7207,69139.48926,68411.47363,68402.14502,70433.83447,71904.59766,72599.96631,73893.50439,74798.33496,75624.09961,76616.86328,75929.80176,75391.80713,75797.66895,76239.05859,77060.56055,77661.89893,77323.49268,77365.71094,78551.68994,76971.8999,75894.92188,73922.64355
